"ITEMID", "TITLE", "TYPE", "confname", "DATE", "ISSN", "ISBN", "DOI", "URL", "PUB", "ISSUE", "VOLUME", "SERIES", "PAGES", "PUBLISHER", "PLACE", "PROCEEDINGS", "BOOK", "UNIVERSITY", "ARCHIVE_NAME", "ARCHIVE_LOCATION", "ABSTRACT", "AUTHOR_1_FIRST", "AUTHOR_1_LAST", "AUTHOR_1_SHORT", "AUTHOR_1_TYPE", "AUTHOR_2_FIRST", "AUTHOR_2_LAST", "AUTHOR_2_SHORT", "AUTHOR_2_TYPE", "AUTHOR_3_FIRST", "AUTHOR_3_LAST", "AUTHOR_3_SHORT", "AUTHOR_3_TYPE", "AUTHOR_4_FIRST", "AUTHOR_4_LAST", "AUTHOR_4_SHORT", "AUTHOR_4_TYPE", "AUTHOR_5_FIRST", "AUTHOR_5_LAST", "AUTHOR_5_SHORT", "AUTHOR_5_TYPE", "TAG_1", "TAG_2", "TAG_3", "TAG_4", "DATE_ADDED", "DATE_MODIFIED", "ZOTERO_KEY", "EXTRA"
"316", "The Quad Economy of a Semantic Web Ontology Repository", "conferencePaper", "SSWS", "2011-00-00 2011", "", "", "", "http://data.semanticweb.org/workshop/ssws/2011/paper/10", "", "", "", "", "", "", "", "The 7th International Workshop on Scalable Semantic Web Knowledge Base Systems (SSWS2011)", "", "", "", "", "Publishers of Linked Data require scalable storage and retrieval in- frastructure due to the size of datasets and potentially high rate of lookups on popular sites. In this paper we investigate the feasibility of using a distributed key-value store as an underlying storage component for a Linked Data server which provides functionality for serving Linked Data via HTTP lookups and in addition offers single triple pattern lookups. We devise two storage schemes for our CumulusRDF system implemented on Apache Cassandra, an open-source key-value store. We compare the schemes with a state-of-the-art distributed RDF store on a subset of DBpedia and both synthetic workloads and workloads ob- tained from DBpedia’s access logs. Results on a cluster of up to 8 machines show that CumulusRDF is competetive to state-of-the-art distributed RDF stores.", "", "Manuel Salvadores", "", "author", "", "Paul R Alexander", "", "author", "", "Mark A. Musen", "", "author", "", "Natalya F. Noy", "", "author", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 23:54:57", "3IEU927H", ""
"317", "Deep Answers for Naturally Asked Questions on the Web of Data", "conferencePaper", "WWW", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/www/2012/demo/41", "", "", "", "", "", "", "", "21st International World Wide Web Conference (WWW2012)", "", "", "", "", "We present DEANNA, a framework for natural language question answering over structured knowledge bases. Given a natural language question, DEANNA translates questions into a SPARQL-like structured query language that can be evaluated over knowledge bases such as Yago, Dbpedia, Freebase, or other Linked Data sources.DEANNA analyzes questions and aims to map verbal phrases to relations and noun phrases to either individual entities or semantic classes. Importantly, it judiciously generates variables for target entities or classes to express joins between multiple triple patterns.In contrast to prior work on QA, we leverage the semantic type system for entities and we use constraints in jointly mapping the constituents of the question to relations, classes, and entities. We demonstrate the capabilities and interface of DEANNA, which allows advanced users to influence the translation process and view how the different components interact to produce the final result.", "Mohamed", "Yahya", "", "author", "Klaus", "Berberich", "", "author", "Shady", "Elbassuoni", "", "author", "Maya", "Ramanath", "", "author", "Volker", "Tresp", "", "author", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 22:14:33", "T8IEQ4QS", ""
"318", "SWiPE: Searching Wikipedia By Example", "conferencePaper", "WWW", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/www/2012/demo/53", "", "", "", "", "", "", "", "21st International World Wide Web Conference (WWW2012)", "", "", "", "", "A novel method is demonstrated that allows semantic and well-structured knowledge bases (such as DBpedia) to be easily queried directly from Wikipedia’s pages. Using Swipe, naive users with no knowledge of RDF triples and sparql can easily query DBpedia with powerful questions such as: “Who are the U.S. presidents who took office when they were 55-year old or younger, during the last 60 years”, or “Find the town in California with less than 10 thousand people”. This is accomplished by a novel Search by Example (SBE) approach where a user can enter the query conditions directly on the Infobox of a Wikipedia page. In fact, Swipe activates various fields of Wikipedia to allow users to enter query conditions, and then uses these conditions to generate equivalent sparql queries and execute them on DBpedia. Finally, Swipe returns the query results in a form that is conducive to query refinements and further explorations. Swipe’s SBE approach makes semistructured documents queryable in an intuitive and user-friendly way and, through Wikipedia, delivers the benefits of querying and exploring large knowledge bases to all Web users.", "Maurizio", "Atzori", "", "author", "Carlo", "Zaniolo", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 23:52:07", "TDT5QFX2", ""
"319", "Adding Wings to Red Bull Media: Search and Display semantically enhanced Video Fragments", "conferencePaper", "WWW", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/www/2012/demo/65", "", "", "", "", "", "", "", "21st International World Wide Web Conference (WWW2012)", "", "", "", "", "The Linked Data movement with the aims of publishing and interconnecting machine readable data has originated in the last decade. Although the set of (open) data sources is rapidly growing, the integration of multimedia in this Web of Data is still at a very early stage. This paper describes, how arbitrary video content and metadata can be processed to identify meaningful linking partners for video fragments - and thus create a web of linked media. The video test-set for our demonstrator is part of the Red Bull Content Pool and confined to the Cliff Diving domain. The candidate set of possible link targets is a combination of a Red Bull thesaurus, information about divers from www.redbull.com and concepts from DBPedia. The demo includes both a semantic search on videos and video fragments and a player for videos with semantic enhancements.", "Thomas", "Kurz", "", "author", "Sebastian", "Schaffert", "", "author", "Manuel", "Fernandez", "", "author", "Georg", "Güntner", "", "author", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 20:49:58", "XTWRJKJ2", ""
"320", "Automated semantic tagging of speech audio", "conferencePaper", "WWW", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/www/2012/demo/87", "", "", "", "", "", "", "", "21st International World Wide Web Conference (WWW2012)", "", "", "", "", "The BBC is currently tagging programmes manually, using DBpedia as a source of tag identifiers, and a list of sug- gested tags extracted from their synopsis. These tags are then used to help navigation and topic-based search of BBC programmes. However, given the very large number of pro- grammes available in the archive, most of them having very little metadata attached to them, we need a way of automat- ically assigning tags to programmes. We describe a frame- work to do so, using speech recognition, text processing and concept tagging techniques. We evaluate this framework against manually applied tags, and compare it with related work. We find that this frame- work has better performances than related work for this task, and is good enough to bootstrap the tagging process of archived content. We describe Tellytopic, an application us- ing automatically extracted tags to aid discovery of archive content.", "Yves", "Raimond", "", "author", "Chris", "Lowis", "", "author", "Jonathan", "Tweed", "", "author", "Roderick", "Hodgson", "", "author", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 21:09:21", "ZJTXPIUR", ""
"321", "Automated Linking Data with Apache Stanbol", "conferencePaper", "WWW", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/www/2012/dev/42", "", "", "", "", "", "", "", "21st International World Wide Web Conference (WWW2012)", "", "", "", "", "This talk will introduce the Stanbol project and showcase how it can be integrated in traditional Enterprise Content Management products.Stanbol is an Open Source project under incubation at the Apache Software Foundation. Its goal is to provide Web and CMS developers with a set of HTTP / RESTful services to help them integrate semantic technologies into their products and web sites.The following Stanbol services are currently under active developments:- Enhancement engines: use Natural Language Processing tools such as Apache OpenNLP or external services to extract knowledge (topics, named entities, facts) from unstructured content and link it to unambiguous URIs from reference knowledge bases;- Entity Hub: a Linked Data indexing cache built on top of Apache Solr, Clerezza and Jena that comes with precomputed indexes and live connectors to popular knowledge bases such as DBpedia, Geonames, YAGO or custom SKOS taxonomies...- Content Hub: a faceted search engine based on Solr to search for content using the knowledge automatically extracted by the enhancement engines;- CMS bridges to lift the structured content of document repositories using the JCR and CMIS access protocols (using Apache Chemistry) and store the result into a triple store suitable for SPARQL access;- Rules engine based on Apache Jena for knowledge refactoring (e.g. convert extracted knowledge into the rich snippet vocabulary for SEO), integrity checks, merging rules, deductive inference...The Semantic Web has made significant progress over the last years, and while it always gave a lot of promises, it is now the time where it can concretely be used in Enterprise Solutions.If you are curious about the web of data, and want to see how concretely it can be used and integrated today in enterprise solutions thanks to software like the Stanbol projects, this session is for you.Stanbol project homepage: https://incubator.apache.org/stanbol/Full stanbol demo of Stanbol Services: http://dev.iks-project.eu:8081/## Note for the reviewers (to be removed from the published abstract):Here is the slide deck of a similar talk I gave a ApacheCon in November 2011. http://www.slideshare.net/nuxeo/apache-stanbol-and-the-web-of-data-apachecon-2011You can also connect to this Nuxeo Document Management demo that uses Stanbol:http://temis.demo.nuxeo.comLogin: AdministratorPassword: AdministratorTo test the Nuxeo / Stanbol / Temis / DBpedia integration you can go to a workspace an create a new document of type ""Note"" and copy and paste text from some wikinews article. Upon saving the content will automatically get analyzed and linked to referenced entities.Note: this demo has not been updated for a while. For wwww2012 I will also be able to demonstrate automated topic classification (rather that just entities occurences).", "Olivier", "Grisel", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 21:08:56", "8ZZHTVEH", ""
"322", "Compressed Data Structures for Annotated Web Search", "conferencePaper", "WWW", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/www/2012/paper/773", "", "", "", "", "", "", "", "21st International World Wide Web Conference (WWW2012)", "", "", "", "", "Entity relationship search at Web scale depends on adding dozens of entity annotations to each of billions of crawled pages and indexing the annotations at rates comparable to regular text indexing. Even small entity search benchmarks from TREC and INEX suggest that the entity catalog support thousands of entity types and tens to hundreds of millions of entities. The above targets raise many challenges, major ones being the design of highly compressed data structures in RAM for spotting and disambiguating entity mentions, and highly compressed disk-based annotation indices. These data structures cannot be readily built upon standard inverted indices. Here we present the fastest known Web scale entity annotator. Using a new workload-sensitive compressed multilevel map, we fit statistical disambiguation models for millions of entities within 1.1GB of RAM, and spend about 0.6 core-milliseconds per disambiguation. In contrast, DBPedia Spotlight spends 158 milliseconds, Wikipedia Miner spends 21 milliseconds, and Zemanta spends 9.5 milliseconds. Our annotation indices use ideas from vertical databases to reduce storage by 30%. On 40x8 cores with 40x3 disk spindles, we can annotate and index a billion Web pages with Wikipedia's two million entities and over 200,000 types in about a day. Index decompression and scan speed is comparable to MG4J.", "Sasidhar", "Kasturi", "", "author", "Soumen", "Chakrabarti", "", "author", "Ganesh", "Ramakrishnan", "", "author", "Bharath", "Balakrishnan", "", "author", "Rohit", "Saraf", "", "author", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 21:22:26", "KQPTC7TM", ""
"323", "Automated interlinking of speech radio archives", "conferencePaper", "LDOW", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/workshop/ldow/2012/paper/15", "", "", "", "", "", "", "", "LDOW 2012 : linked Data on the web (LDOW2012)", "", "", "", "", "The BBC is currently tagging programmes manually, using DBpedia as a source of tag identifiers, and a list of suggested tags extracted from their synopsis. These tags are then used to help navigation and topic-based search of BBC programmes. However, given the very large number of programmes available in the archive, most of them having very little metadata attached to them, we need a way of automatically assigning tags to programmes. We describe a framework to do so, using speech recognition, text processing and concept tagging techniques. We evaluate this framework against manually applied tags, and compare it with related work. We find that this framework is good enough to bootstrap the interlinking process of archived content.", "Yves", "Raimond", "", "author", "Chris", "Lowis", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 21:08:42", "QRBWJMRC", ""
"324", "Synchronizing semantic stores with Commutative Replicated Data Types", "conferencePaper", "SWCS", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/workshop/swcs/2012/paper/13", "", "", "", "", "", "", "", "SWCS: Semantic Web Collaborative Spaces (SWCS 2012)", "", "", "", "", "Social semantic web technologies led to huge amounts of data and information being available. The production of knowledge from this information is challenging, and ma- jor efforts, like DBpedia, has been done to make it reality. Linked data provides interconnection between this informa- tion, extending the scope of the knowledge production. The knowledge construction between decentralized sources in the web follows a co-evolution scheme, where knowledge’s generated collaboratively and continuously. Sources are also autonomous, meaning that they can use and publish only the information they want. The updating of sources with this criteria is intimately re- lated with the problem of synchronization, and the consis- tency between all the replicas managed. Recently, a new family of algorithms called Commutative Replicated Data Types have emerged for ensuring eventual consistency in highly dynamic environments. In this paper, we define SU-Set, a CRDT for RDF-Graph that supports SPARQL Update 1.1 operations.", "Luis Daniel", "Ibáñez", "", "author", "Hala", "Skaf-Molli", "", "author", "Pascal", "Molli", "", "author", "Olivier", "Corby", "", "author", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 23:52:13", "QF8398AX", ""
"325", "Nobody Wants to Live in a Cold City where no Music Has Been Recorded - Analyzing Statistics with Explain-a-LOD", "conferencePaper", "ESWC", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/eswc/2012/paper/demonstation/315", "", "", "", "", "", "", "", "9th Extended Semantic Web Conference (ESWC2012)", "", "", "", "", "While it is easy to find statistics on almost every topics, coming up with an explanation about those statistics is a much more difficult task. This demo showcases the prototype tool Explain-a-LOD, which uses background knowledge from DBpedia for generating possible explanations for a statistic.", "Heiko", "Paulheim", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 23:26:09", "78UFEJMX", ""
"326", "Exploiting Information Extraction, Reasoning and Machine Learning for Relation Prediction", "conferencePaper", "ESWC", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/eswc/2012/paper/research/171", "", "", "", "", "", "", "", "9th Extended Semantic Web Conference (ESWC2012)", "", "", "", "", "The three most common approaches for deriving or predicting instantiated relations, i.e. triple statements (s, p, o), are information extraction, reasoning and relational machine learning. Information extraction uses sensory information, typically in form of text, and extracts statements using various methods ranging from simple classifiers to the most sophisticated NLP approaches. Logical reasoning is based on a set of true statements and derives new statements via inference using higher-order logical axioms. Finally, machine learning exploits regularities in the data to predict the likelihood of new statements. In this paper we combine all three methods to exploit all sources of available information in a modular way, by which we mean that each approach, i.e., information extraction, reasoning, machine learning, can be optimized independently to be combined in an overall system. For relational machine learning, we present a novel approach based on hierarchical Bayesian multi-label learning which also sheds new light on common factorization approaches. We rank the probabilities for statements to be true in the sense that: given that we are forced to make a decision, what is the best option. We consider the fact that an entity can belong to more than one ontological class and discuss aggregation. We extend the approach to modeling nonlinear dependencies between relationships and for personalization. We validate our model using data from the Yago and the DBpedia ontology.", "Xueyan", "Jiang", "", "author", "Yi", "Huang", "", "author", "Maximilian", "Nickel", "", "author", "Volker", "Tresp", "", "author", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 22:29:29", "2KGPXUI8", ""
"327", "LODifier: Generating Linked Data from Unstructured Text", "conferencePaper", "ESWC", "2012-00-00 2012", "", "", "", "http://data.semanticweb.org/conference/eswc/2012/paper/research/73", "", "", "", "", "", "", "", "9th Extended Semantic Web Conference (ESWC2012)", "", "", "", "", "The automated extraction of information from text and its transformation into a formal description is an important goal of in both Semantic Web research and computational linguistics. The extracted information can be used for a variety of tasks such as ontology generation, question answering and information retrieval. LODifier is an approach that combines deep semantic analysis with named entity recognition, word-sense disambiguation and controlled Semantic Web vocabularies in order to extract named entities and relations between them from text and to convert them into an RDF representation which is linked to DBpedia and WordNet. We present the architecture of our tool and discuss design decisions made. Evaluations of the tool give clear evidence of its potential for tasks like information extraction and computing document similarity.", "Isabelle", "Augenstein", "", "author", "Sebastian", "Pado", "", "author", "Sebastian", "Rudolph", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-29 21:07:48", "2012-06-01 23:18:06", "KDB3RDZZ", ""
"328", "DBpedia Live Extraction", "conferencePaper", "OTM", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "On the Move to Meaningful Internet Systems: OTM 2009", "", "", "", "", "", "Sebastian", "Hellmann", "", "author", "Claus", "Stadler", "", "author", "Jens", "Lehmann", "", "author", "Sören", "Auer", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 21:53:39", "QI2TN9MI", ""
"329", "DBpedia - A crystallization point for the Web of Data.", "journalArticle", "", "2009-00-00 2009", "", "", "", "", "J. Web Sem.", "", "", "", "", "", "", "", "", "", "", "", "", "Christian", "Bizer", "", "author", "Jens", "Lehmann", "", "author", "Georgi", "Kobilarov", "", "author", "Sören", "Auer", "", "author", "Christian", "Becker", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 21:23:35", "SIWT6CCU", ""
"331", "DBpedia: A Nucleus for a Web of Open Data.", "conferencePaper", "ISWC/ASWC", "2007-00-00 2007", "", "", "", "", "", "", "", "", "", "", "", "In Proceedings of 6th International Semantic Web Conference, 2nd Asian Semantic Web Conference (ISWC+ASWC 2007)", "", "", "", "", "", "Sören", "Auer", "", "author", "Christian", "Bizer", "", "author", "Georgi", "Kobilarov", "", "author", "Jens", "Lehmann", "", "author", "Richard", "Cyganiak", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 21:34:36", "EZKTMIZ6", ""
"333", "Multipedia: enriching DBpedia with multimedia information.", "conferencePaper", "K-CAP", "2011-00-00 2011", "", "", "", "", "", "", "", "", "", "", "", "K-CAP", "", "", "", "", "", "Andrés", "García-Silva", "", "author", "Max", "Jakob", "", "author", "Pablo N.", "Mendes", "", "author", "Christian", "Bizer", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-21 18:18:37", "87K38W57", ""
"334", "Modelling provenance of DBpedia resources using Wikipedia contributions.", "journalArticle", "", "2011-00-00 2011", "", "", "", "", "J. Web Sem.", "", "", "", "", "", "", "", "", "", "", "", "", "Fabrizio", "Orlandi", "", "author", "Alexandre", "Passant", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-05-31 16:11:08", "U4TKRFCP", ""
"337", "Ranking the Linked Data: The Case of DBpedia.", "conferencePaper", "ICWE", "2010-00-00 2010", "", "", "", "", "", "", "", "", "", "", "", "ICWE", "", "", "", "", "", "Roberto", "Mirizzi", "", "author", "Azzurra", "Ragone", "", "author", "Tommaso Di", "Noia", "", "author", "Eugenio Di", "Sciascio", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:29:51", "PJ8KKQBH", ""
"338", "dbrec - Music Recommendations Using DBpedia", "conferencePaper", "ISWC", "2010-00-00 2010", "", "", "", "", "", "", "", "", "", "", "", "9th International Semantic Web Conference (ISWC2010)", "", "", "", "", "This paper describes the theoretical background and the implementation of dbrec, a music recommendation system built on top of DBpedia, offering recommendations for more than 39,000 bands and solo artists. We discuss the various challenges and lessons learnt while building it, providing relevant insights for people developing applications consuming Linked Data. Furthermore, we provide a user-centric evaluation of the system, notably by comparing it to last.fm.", "Alexandre", "Passant", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:12:19", "MRSJKIRU", ""
"340", "Mapping queries to the Linking Open Data cloud: A case study using DBpedia.", "journalArticle", "", "2011-00-00 2011", "", "", "", "", "J. Web Sem.", "", "", "", "", "", "", "", "", "", "", "", "", "Edgar", "Meij", "", "author", "Marc", "Bron", "", "author", "Laura", "Hollink", "", "author", "Bouke", "Huurnink", "", "author", "Maarten de", "Rijke", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-05-31 16:11:08", "WPHD2NQF", ""
"344", "Media Meets Semantic Web - How the BBC Uses DBpedia and Linked Data to Make Connections.", "conferencePaper", "ESWC", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "ESWC", "", "", "", "", "", "Georgi", "Kobilarov", "", "author", "Tom", "Scott", "", "author", "Yves", "Raimond", "", "author", "Silver", "Oliver", "", "author", "Chris", "Sizemore", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:19:38", "KWJQITFU", ""
"345", "Discovering Unknown Connections - the DBpedia Relationship Finder.", "conferencePaper", "CSSW", "2007-00-00 2007", "", "", "", "", "", "", "", "", "", "", "", "CSSW", "", "", "", "", "", "Jens", "Lehmann", "", "author", "Jörg", "Schüppel", "", "author", "Sören", "Auer", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:16:13", "KPZBIQNQ", ""
"347", "Clustering of Rough Set Related Documents with Use of Knowledge from DBpedia.", "conferencePaper", "RSKT", "2011-00-00 2011", "", "", "", "", "", "", "", "", "", "", "", "Proceedings of the 6th international conference on Rough sets and knowledge technology", "", "", "", "", "", "Marcin S.", "Szczuka", "", "author", "Andrzej", "Janusz", "", "author", "Kamil", "Herba", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 21:21:53", "CZEPW2SA", ""
"348", "A Framework for Visualizing the Web of Data: Combining DBpedia and Open APIs.", "conferencePaper", "PCI", "2011-00-00 2011", "", "", "", "", "", "", "", "", "", "", "", "Panhellenic Conference on Informatics", "", "", "", "", "", "Agis", "Papantoniou", "", "author", "Vassilis", "Loumos", "", "author", "Miltos", "Poulizos", "", "author", "Gregory", "Rigas", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 21:03:55", "F3XNTQ6X", ""
"352", "Implementing an Image Search System with Integrating Social Tags and DBpedia.", "conferencePaper", "KES", "2010-00-00 2010", "", "", "", "", "", "", "", "", "", "", "", "Knowledge-Based and Intelligent Information and Engineering Systems", "", "", "", "", "", "Chie", "Iijima", "", "author", "Makito", "Kimura", "", "author", "Takahira", "Yamaguchi", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:45:32", "K3NREBSX", ""
"353", "DBpedia SPARQL Benchmark - Performance Assessment with Real Queries on Real Data.", "conferencePaper", "ISWC", "2011-00-00 2011", "", "", "", "", "", "", "", "", "", "", "", "International Semantic Web Conference (1)", "", "", "", "", "", "Mohamed", "Morsey", "", "author", "Jens", "Lehmann", "", "author", "Sören", "Auer", "", "author", "Axel-Cyrille Ngonga", "Ngomo", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:08:50", "NEIJAIUF", ""
"356", "From information to knowledge: harvesting entities and relationships from web sources.", "conferencePaper", "PODS", "2010-00-00 2010", "", "", "", "", "", "", "", "", "", "", "", "PODS", "", "", "", "", "", "Gerhard", "Weikum", "", "author", "Martin", "Theobald", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:33:37", "XW5TTJTT", ""
"357", "Vispedia: on-demand data integration for interactive visualization and exploration.", "conferencePaper", "SIGMOD", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "SIGMOD Conference", "", "", "", "", "", "Bryan", "Chan", "", "author", "Justin", "Talbot", "", "author", "Leslie", "Wu", "", "author", "Nathan", "Sakunkoo", "", "author", "Mike", "Cammarano", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-21 18:19:15", "HG3MT57E", ""
"358", "SemaPlorer - Interactive semantic exploration of data and media based on a federated cloud infrastructure.", "journalArticle", "", "2009-00-00 2009", "", "", "", "", "J. Web Sem.", "", "", "", "", "", "", "", "", "", "", "", "", "Simon", "Schenk", "", "author", "Carsten", "Saathoff", "", "author", "Steffen", "Staab", "", "author", "Ansgar", "Scherp", "", "author", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-05-31 16:11:08", "VMSNASQZ", ""
"359", "Revyu: Linking reviews and ratings into the Web of Data.", "journalArticle", "", "2008-00-00 2008", "", "", "", "", "J. Web Sem.", "", "", "", "", "", "", "", "", "", "", "", "", "Tom", "Heath", "", "author", "Enrico", "Motta", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-05-31 16:11:08", "EBQBQNNI", ""
"360", "Extracting Enterprise Vocabularies Using Linked Open Data.", "conferencePaper", "ISWC", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "8th International Semantic Web Conference (ISWC2009)", "", "", "", "", "A common vocabulary is vital to smooth business operation, yet codifying and maintaining an enterprise vocabulary is an arduous, manual task. We describe a process to automatically extract a domain specific vocabulary (terms and types) from unstructured data in the enterprise guided by term definitions in Linked Open Data (LOD). We validate our techniques by applying them to the IT (Information Technology) domain, taking 58 Gartner analyst reports and using two specific LOD sources – DBpedia and Freebase.", "Julian", "Dolby", "", "author", "Achille", "Fokoue", "", "author", "Aditya", "Kalyanpur", "", "author", "Edith", "Schonberg", "", "author", "Kavitha", "Srinivas", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:31:12", "3RCVTTIV", ""
"361", "Learning Semantic Query Suggestions", "conferencePaper", "ISWC", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "8th International Semantic Web Conference (ISWC2009)", "", "", "", "", "An important application of semantic web technology is recognizing human-defined concepts in text. Query transformation is a strategy often used in search engines to derive queries that are able to return more useful search results than the original query and most popular search engines provide facilities that let users complete, specify, or reformulate their queries. We study the problem of semantic query suggestion, a special type of query transformation based on identifying semantic concepts contained in user queries. We use a feature-based approach in conjunction with supervised machine learning, augmenting term-based features with search history-based and concept-specific features. We apply our method to the task of linking queries from real-world query logs (the transaction logs of the Netherlands Institute for Sound and Vision) to the DBpedia knowledge base. We evaluate the utility of different machine learning algorithms, features, and feature types in identifying semantic concepts using a manually developed test bed and show significant improvements over an already high baseline. The resources developed for this paper, i.e., queries, human assessments, and extracted features, are available for download.", "Edgar", "Meij", "", "author", "Marc", "Bron", "", "author", "Laura", "Hollink", "", "author", "Bouke", "Huurnink", "", "author", "Maarten de", "Rijke", "", "author", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 23:11:18", "KISHW9RI", ""
"364", "Enrichment and Ranking of the YouTube Tag Space and Integration with the Linked Data Cloud.", "conferencePaper", "ISWC", "2009-00-00 2009", "", "", "", "", "", "", "", "", "", "", "", "8th International Semantic Web Conference (ISWC2009)", "", "", "", "", "The increase of personal digital cameras with video functionality and video-enabled camera phones has increased the amount of user-generated videos on the Web. People are spending more and more time viewing online videos as a major source of entertainment and infotainment. Social websites allow users to assign shared free-form tags to user-generated multimedia resources, thus generating annotations for objects with a minimum amount of effort. Tagging allows communities to organize their multimedia items into browseable sets, but these tags may be poorly chosen and related tags may be omitted. Current techniques to retrieve, integrate and present this media to users are deficient and could do with improvement. In this paper we describe a framework for semantic enrichment, ranking and integration of web video tags using Semantic Web technologies. Semantic enrichment of folksonomies can bridge the gap between the uncontrolled and flat structures typically found in user-generated content and structures provided by the Semantic Web. The enhancement of tag spaces with semantics has been accomplished through two major tasks: (1) a tag space expansion and ranking step; and (2) through concept matching and integration with the Linked Data cloud. We have explored social, temporal and spatial contexts to enrich and extend the existing tag space. The resulting semantic tag space is modelled via a local graph based on co-occurrence distances for ranking. A ranked tag list is mapped and integrated with the Linked Data cloud through the DBpedia resource repository. Multi-dimensional context filtering for tag expansion means that tag ranking is much easier and it provides less ambiguous tag to concept matching.", "Smitashree", "Choudhury", "", "author", "John G.", "Breslin", "", "author", "Alexandre", "Passant", "", "author", "", "", "", "", "", "", "", "", "", "", "", "", "2012-05-31 16:11:08", "2012-06-01 22:25:11", "SAU57UW7", ""
